time,xref,x,yref,y,zref,z,ex,ey,ez,e_norm,roll,pitch,yaw,u1,u2,u3,u4,w1,w2,w3,w4
1.6600000000000001,0.0,-1.0582994217569819e-11,0.0,-5.8854895832448266e-12,3.3200000000000003,2.363372531040542,1.0582994217569819e-11,5.8854895832448266e-12,0.9566274689594585,0.9566274689594585,1.8817117637142046e-13,1.0763600179122938e-13,5.858883012749721e-10,14.194593493558743,-14.194593488933627,14.194593493829855,-14.194593490170512,14.19451044610309,-14.194510441359787,14.19451044643939,-14.194510442895451
1.67,0.0,-1.0791168364103478e-11,0.0,-5.998502170401623e-12,3.34,2.39208577249924,1.0791168364103478e-11,5.998502170401623e-12,0.9479142275007599,0.9479142275007599,2.069218602355311e-13,7.877944767319958e-14,6.182522879933368e-10,14.178792036527291,-14.178792031693808,14.17879203679041,-14.178792032881805,14.17870953696678,-14.178709532017807,14.178709537294457,-14.178709533498658
1.68,0.0,-1.1005347150548233e-11,0.0,-6.1157113514097775e-12,3.3600000000000003,2.4208037767876,1.1005347150548233e-11,6.1157113514097775e-12,0.9391962232124005,0.9391962232124005,-6.583335523576128e-14,4.835659284612015e-13,6.513473175195296e-10,14.16331909975557,-14.16331909476562,14.163319099978164,-14.163319095758062,14.16323716717708,-14.16323716208813,14.163237167455915,-14.163237163332164
1.69,0.0,-1.122686662281626e-11,0.0,-6.238147188397089e-12,3.38,2.449524405896156,1.122686662281626e-11,6.238147188397089e-12,0.9304755941038438,0.9304755941038438,-7.353727124190096e-13,1.481484974931081e-12,6.851657050534639e-10,14.148172540532432,-14.148172535453172,14.148172540672977,-14.148172536063994,14.148091193756336,-14.148091188612208,14.148091193934901,-14.14809118938808
1.7,0.0,-1.1439317975197542e-11,0.0,-6.3539053209986835e-12,3.4,2.4782454516159294,1.1439317975197542e-11,6.3539053209986835e-12,0.9217545483840706,0.9217545483840706,-9.25847739410133e-13,1.7550504313940243e-12,7.20114029932705e-10,14.133348357168414,-14.13334835191942,14.13334835726914,-14.133348352335723,14.133267610267996,-14.133267604970486,14.133267610398574,-14.133267605510994
1.71,0.0,-1.1649275850271766e-11,0.0,-6.467847790312509e-12,3.4200000000000004,2.5069649085414842,1.1649275850271766e-11,6.467847790312509e-12,0.9130350914585161,0.9130350914585161,-1.0432929380035139e-12,1.9175485636035797e-12,7.560893484350667e-10,14.11884485975894,-14.118844854322967,14.118844859825565,-14.118844854570435,14.11876472794178,-14.118764722471397,14.118764728031321,-14.118764722807937
1.72,0.0,-1.1858394163739898e-11,0.0,-6.5812539055861024e-12,3.44,2.5356807864651456,1.1858394163739898e-11,6.5812539055861024e-12,0.9043192135348543,0.9043192135348543,-1.2253950515738848e-12,2.1786911277057725e-12,7.931138980700591e-10,14.104659821668386,-14.104659816046095,14.10465982169582,-14.104659816103482,14.104580320055593,-14.104580314415404,14.104580320097543,-14.10458031452042
1.73,0.0,-1.2065820223083838e-11,0.0,-6.6935806051155375e-12,3.46,2.564391126244486,1.2065820223083838e-11,6.6935806051155375e-12,0.8956088737555139,0.8956088737555139,-1.4757556191979404e-12,2.5468303856731863e-12,8.312813405722037e-10,14.090790731773177,-14.090790725959948,14.090790731758622,-14.090790725817534,14.09071187478833,-14.090711868975228,14.090711874778846,-14.090711868834875
1.74,0.0,-1.2270575817326362e-11,0.0,-6.8041987309516894e-12,3.4799999999999995,2.593094015448145,1.2270575817326362e-11,6.8041987309516894e-12,0.8869059845518543,0.8869059845518543,-1.7963184344526291e-12,3.0284107775561307e-12,8.707037549075094e-10,14.077235043323784,-14.077235037308338,14.077235043267391,-14.077235036971086,14.07715684468626,-14.077156838689328,14.07715684462502,-14.077156838307307
1.75,0.0,-1.2471551029754693e-11,0.0,-6.91238839139956e-12,3.5,2.6217875879800716,1.2471551029754693e-11,6.91238839139956e-12,0.8782124120199284,0.8782124120199284,-2.1871591927609605e-12,3.627690486214494e-12,9.115128400536449e-10,14.063990178654018,-14.063990172416933,14.063990178559603,-14.063990171907896,14.06391265136695,-14.063912645165676,14.06391265125801,-14.06391264456739
1.76,0.0,-1.2667498050644052e-11,0.0,-7.017334323517615e-12,3.5200000000000005,2.6504700237037606,1.2667498050644052e-11,7.017334323517615e-12,0.8695299762962398,0.8695299762962398,-2.64627513873778e-12,4.346463002049622e-12,9.53861117780114e-10,14.051053533887321,-14.051053527399441,14.051053533763127,-14.051053526763413,14.05097669022319,-14.05097668378556,14.050976690075906,-14.050976683022538
1.77,0.0,-1.2857024989981232e-11,0.0,-7.1181212556171055e-12,3.54,2.6791395480664897,1.2857024989981232e-11,7.1181212556171055e-12,0.8608604519335104,0.8608604519335104,-3.169374713535511e-12,5.183778687736236e-12,9.979231354284318e-10,14.038422483647615,-14.03842247686836,14.038422483507134,-14.038422476175755,14.03834633512688,-14.038346328407368,14.03834633495691,-14.038346327562001
1.78,0.0,-1.3038589690188158e-11,0.0,-7.213729269761401e-12,3.56,2.707794431723565,1.3038589690188158e-11,7.213729269761401e-12,0.8522055682764349,0.8522055682764349,-3.749667202189859e-12,6.1356663429543916e-12,1.0438966686922967e-9,14.026094385765562,-14.026094378641135,14.02609438562839,-14.026094377992118,14.026018943132964,-14.026018936070367,14.026018942963322,-14.026018935260932
1.79,0.0,-1.3216682337007025e-11,0.0,-7.307549973131498e-12,3.5799999999999996,2.7364328743058133,1.3216682337007025e-11,7.307549973131498e-12,0.8435671256941863,0.8435671256941863,-4.240547288174462e-12,6.905101750394167e-12,1.0902223770651961e-9,14.014064612981178,-14.014064605571933,14.014064612815725,-14.014064604809226,14.013989887916752,-14.013989880583388,14.013989887710002,-14.01398987962295
1.8,0.0,-1.3386864626893704e-11,0.0,-7.396457753544626e-12,3.6,2.7650532840006736,1.3386864626893704e-11,7.396457753544626e-12,0.8349467159993265,0.8349467159993265,-4.686686188044944e-12,7.601890001162367e-12,1.137889947224863e-9,14.002331325236707,-14.002331317532047,14.002331325043617,-14.002331316658513,14.002257327857064,-14.002257320241839,14.00225732761411,-14.002257319134529
1.81,0.0,-1.3547473340007978e-11,0.0,-7.479358917121607e-12,3.62,2.7936540579651146,1.3547473340007978e-11,7.479358917121607e-12,0.8263459420348855,0.8263459420348855,-5.0644061868591265e-12,8.19414840358625e-12,1.187068448740487e-9,13.990891741277048,-13.99089173325482,13.990891741062537,-13.990891732299618,13.990818480927262,-13.99081847300518,13.99081848065581,-13.990818471787334
1.82,0.0,-1.3697158789931591e-11,0.0,-7.555393451034633e-12,3.6399999999999997,2.822233627915232,1.3697158789931591e-11,7.555393451034633e-12,0.8177663720847677,0.8177663720847677,-5.335865785886074e-12,8.622985560595332e-12,1.2378143534752337e-9,13.979742926137684,-13.97974291777217,13.979742925910013,-13.979742916772834,13.979670411485596,-13.97967040322708,13.979670411196013,-13.979670401946079
1.83,0.0,-1.3834490050506593e-11,0.0,-7.623646530810578e-12,3.66,2.8507904670249706,1.3834490050506593e-11,7.623646530810578e-12,0.8092095329750295,0.8092095329750295,-5.457457984850991e-12,8.820416116771335e-12,1.2901845992042144e-9,13.968881919734306,-13.968881910995998,13.96888191950396,-13.968881909999059,13.968810158752134,-13.968810150122703,13.968810158457705,-13.96881014883788
1.84,0.0,-1.3957953820567974e-11,0.0,-7.683147573234648e-12,3.6800000000000006,2.8793230894557853,1.3957953820567974e-11,7.683147573234648e-12,0.8006769105442153,0.8006769105442153,-5.379488008329267e-12,8.708845793332597e-12,1.3442363380907684e-9,13.958305739959993,-13.958305730815377,13.95830573973987,-13.958305729876985,13.958234739903538,-13.958234730863465,13.958234739620723,-13.958234729647028
1.85,0.0,-1.406595328867624e-11,0.0,-7.732869289253988e-12,3.7,2.9078300498863086,1.406595328867624e-11,7.732869289253988e-12,0.7921699501136916,0.7921699501136916,-5.045851032140269e-12,8.200556423118633e-12,1.4000266851627472e-9,13.948011385782102,-13.948011376193435,13.948011385587703,-13.948011375379993,13.94794115316777,-13.94794114367176,13.947941152916474,-13.947941142609722
1.86,0.0,-1.4156806997850059e-11,0.0,-7.771726736881303e-12,3.72,2.9363099430420077,1.4156806997850059e-11,7.771726736881303e-12,0.7836900569579925,0.7836900569579925,-4.3937099097408835e-12,7.197190985574844e-12,1.4576124667887994e-9,13.937995840342763,-13.937995830267857,13.937995840192386,-13.937995829656654,13.937926380918853,-13.937926370915715,13.93792638072269,-13.937926370108823
1.87,0.0,-1.4228747710298867e-11,0.0,-7.798576374098492e-12,3.7400000000000007,2.964761403224852,1.4228747710298867e-11,7.798576374098492e-12,0.7752385967751487,0.7752385967751487,-3.353172898618788e-12,5.589238641737432e-12,1.5170499691546526e-9,13.928256074054213,-13.92825606344622,13.92825607396915,-13.928256063126057,13.928187392771594,-13.928187382203912,13.92818739265818,-13.92818738176861
1.8800000000000001,0.0,-1.429862048066044e-11,0.0,-7.824320201206943e-12,3.7600000000000002,2.9931830725738897,1.429862048066044e-11,7.824320201206943e-12,0.7668169274261105,0.7668169274261105,-2.4589230632762387e-12,4.208695921846354e-12,1.5778984047182202e-9,13.918788302986522,-13.918788291843741,13.918788302960994,-13.918788291792291,13.918720406674721,-13.918720395543774,13.918720406636423,-13.918720395449856
1.8900000000000001,0.0,-1.4371421479949153e-11,0.0,-7.85218625087614e-12,3.7800000000000002,3.021573651530625,1.4371421479949153e-11,7.85218625087614e-12,0.7584263484693752,0.7584263484693752,-1.853058460603451e-12,3.275877245939028e-12,1.6400280783577645e-9,13.909589205062673,-13.909589193396876,13.909589205083066,-13.909589193558865,13.90952210068775,-13.909522089012148,13.909522100706845,-13.909522089186456
1.9000000000000001,0.0,-1.443771382260777e-11,0.0,-7.876055489941948e-12,3.8,3.0499319026880864,1.443771382260777e-11,7.876055489941948e-12,0.7500680973119134,0.7500680973119134,-1.2002371845336773e-12,2.267231823424604e-12,1.7036886903627082e-9,13.90065602601994,-13.900656013817803,13.900656026088239,-13.900656014200218,13.900589718573045,-13.900589706338321,13.900589718652327,-13.900589706790987
1.9100000000000001,0.0,-1.4499234565976343e-11,0.0,-7.89703851309451e-12,3.8200000000000003,3.0782566074981834,1.4499234565976343e-11,7.89703851309451e-12,0.7417433925018169,0.7417433925018169,-5.254087984100981e-13,1.2201814433644894e-12,1.7688294381290279e-9,13.891985562653309,-13.891985549906332,13.89198556276908,-13.891985550504806,13.891920056736422,-13.891920043934016,13.891920056875707,-13.8919200446611
1.92,0.0,-1.4558069299011916e-11,0.0,-7.916467409927065e-12,3.84,3.1065465839018915,1.4558069299011916e-11,7.916467409927065e-12,0.7334534160981083,0.7334534160981083,1.407439936829546e-13,1.8084730201878183e-13,1.8353860438311275e-9,13.883574596990803,-13.883574583696287,13.88357459715069,-13.883574584492846,13.88350989683904,-13.88350988346749,13.883509897034532,-13.88350988444815
1.93,0.0,-1.4616672622369703e-11,0.0,-7.935908810716743e-12,3.8600000000000003,3.134800685822763,1.4616672622369703e-11,7.935908810716743e-12,0.7251993141772375,0.7251993141772375,7.614202350315663e-13,-7.953631382754958e-13,1.9032799292209654e-9,13.875419898535833,-13.875419884697912,13.875419898733039,-13.875419885658582,13.875356008034402,-13.875355994100637,13.875356008278054,-13.875355995294113
1.94,0.0,-1.467788862848423e-11,0.0,-7.957176932205337e-12,3.88,3.163017802660444,1.467788862848423e-11,7.957176932205337e-12,0.716982197339556,0.716982197339556,1.293315604403484e-12,-1.6431692902260377e-12,1.9724173904271687e-9,13.867518226501048,-13.867518212131777,13.86751822672477,-13.867518213204058,13.867455149205394,-13.867455134726063,13.867455149484199,-13.867455136068505
1.95,0.0,-1.4744971381650513e-11,0.0,-7.982346623380097e-12,3.9,3.191196858784201,1.4744971381650513e-11,7.982346623380097e-12,0.7088031412157991,0.7088031412157991,1.686237304159348e-12,-2.2868305827072426e-12,2.042688772754158e-9,13.859866332044989,-13.859866317165507,13.859866332279834,-13.859866318275698,13.859804071201301,-13.85980405620421,13.859804071496553,-13.85980405760532
1.96,0.0,-1.4821605398105226e-11,0.0,-8.013766411254522e-12,3.9200000000000004,3.2193368130264264,1.4821605398105226e-11,8.013766411254522e-12,0.700663186973574,0.700663186973574,1.8827189483637193e-12,-2.639559601882167e-12,2.1139676454812723e-9,13.85246096051113,-13.852460945152865,13.85246096073649,-13.852460946203253,13.852399519074828,-13.852399503600425,13.852399519361354,-13.852399504939914
1.97,0.0,-1.491192612610788e-11,0.0,-8.054071546649127e-12,3.94,3.2474366581761647,1.491192612610788e-11,8.054071546649127e-12,0.6925633418238353,0.6925633418238353,1.8176354508960282e-12,-2.602935232324564e-12,2.1861099766618824e-9,13.845298853662218,-13.845298837868162,13.845298853851618,-13.845298838734077,13.845238234319122,-13.845238218422088,13.845238234564468,-13.845238219545962
1.98,0.0,-1.4984498806676587e-11,0.0,-8.08298143823534e-12,3.96,3.2754954243093133,1.4984498806676587e-11,8.08298143823534e-12,0.6845045756906867,0.6845045756906867,1.995550381331036e-12,-2.9236339620529537e-12,2.2598760023552324e-9,13.838376281915322,-13.838376265624984,13.838376282095645,-13.838376266431336,13.838316486350811,-13.838316469959144,13.838316486587885,-13.838316471021379
1.99,0.0,-1.5049372581250997e-11,0.0,-8.10693263274502e-12,3.9799999999999995,3.3035121700817927,1.5049372581250997e-11,8.10693263274502e-12,0.6764878299182069,0.6764878299182069,2.2555132014259037e-12,-3.3604523220252796e-12,2.3349572786244154e-9,13.831690051140246,-13.83169003432341,13.831690051322882,-13.831690035123422,13.831631080914,-13.83163106399287,13.831631081156594,-13.831631065058323
2.0,0.0,-1.5117594309721908e-11,0.0,-8.133000165760122e-12,4.0,3.331485986535058,1.5117594309721908e-11,8.133000165760122e-12,0.6685140134649421,0.6685140134649421,2.4199794355483203e-12,-3.647247686938365e-12,2.4110128594513707e-9,13.82523697666833,-13.825236959328077,13.825236976847627,-13.825236960096158,13.825178833243621,-13.825178815799072,13.825178833484458,-13.825178816834583
2.0100000000000002,0.0,-1.519019853774299e-11,0.0,-8.161805485515955e-12,4.0200000000000005,3.3594159977638363,1.519019853774299e-11,8.161805485515955e-12,0.6605840022361642,0.6605840022361642,2.4712401825415745e-12,-3.7547330497421655e-12,2.4879508615314488e-9,13.81901374168166,-13.819013723821834,13.819013741851675,-13.819013724531874,13.818956426228487,-13.818956408267622,13.818956426459776,-13.8189564092387
2.02,0.0,-1.5268222344826844e-11,0.0,-8.193967205189208e-12,4.04,3.387301359345722,1.5268222344826844e-11,8.193967205189208e-12,0.6526986406542781,0.6526986406542781,2.390831358207383e-12,-3.652155194357196e-12,2.5656717752158636e-9,13.813017029785403,-13.813017011410404,13.813017029940008,-13.81301701203641,13.812960543188778,-13.812960524719509,13.812960543402324,-13.81296052559102
2.0300000000000002,0.0,-1.5352700173294082e-11,0.0,-8.230097625927141e-12,4.0600000000000005,3.415141257837435,1.5352700173294082e-11,8.230097625927141e-12,0.6448587421625653,0.6448587421625653,2.159559760611953e-12,-3.3073179975460416e-12,2.6440682960004426e-9,13.8072435269079,-13.80724350802245,13.807243527040903,-13.807243508539228,13.807187869778007,-13.8071878508088,13.807187869965334,-13.807187851545715
2.04,0.0,-1.54446586572223e-11,0.0,-8.270799259876711e-12,4.08,3.442934910271056,1.54446586572223e-11,8.270799259876711e-12,0.637065089728944,0.637065089728944,1.7575291353921027e-12,-2.6866057307848767e-12,2.723025156014325e-9,13.801689923205018,-13.80168990381392,13.80168992331029,-13.801689904197813,13.801635095885013,-13.801635076424596,13.801635096037494,-13.801635076992822
2.05,0.0,-1.5545111451395135e-11,0.0,-8.316661353213746e-12,4.1,3.4706815636502863,1.5545111451395135e-11,8.316661353213746e-12,0.6293184363497133,0.6293184363497133,1.1641662410613622e-12,-1.7550063621348486e-12,2.8024189555087193e-9,13.796352914960622,-13.796352895068475,13.796352915032239,-13.796352895298181,13.79629891753593,-13.796298897592985,13.796298917644947,-13.79629889796025
2.06,0.0,-1.565505406025122e-11,0.0,-8.368256409172101e-12,4.12,3.4983804944466916,1.565505406025122e-11,8.368256409172101e-12,0.6216195055533085,0.6216195055533085,3.5824691431616485e-13,-4.76134858113458e-13,2.8821179943456164e-9,13.791229206489641,-13.791229186100557,13.791229206522042,-13.791229186157977,13.791176038796184,-13.791176018379,13.791176038853292,-13.791176018515824
2.07,0.0,-1.5775458666833255e-11,0.0,-8.426136711072817e-12,4.14,3.5260310080959454,1.5775458666833255e-11,8.426136711072817e-12,0.6139689919040543,0.6139689919040543,-6.820778646577313e-13,1.1877435144338293e-12,2.9619821034865104e-9,13.786315512041048,-13.78631549115832,13.78631551202919,-13.786315491029493,13.786263173672467,-13.786263152788573,13.786263173669568,-13.786263152669289
2.08,0.0,-1.5901361303530367e-11,0.0,-8.487325576663692e-12,4.16,3.5536324435695206,1.5901361303530367e-11,8.487325576663692e-12,0.6063675564304796,0.6063675564304796,-1.8510387131447176e-12,3.063176656438128e-12,3.042183383130427e-9,13.781608422349704,-13.781608400974887,13.781608422290061,-13.781608400648405,13.781556912443081,-13.7815568910966,13.781556912374825,-13.781556890702744
2.09,0.0,-1.6013112348402217e-11,0.0,-8.540125491047024e-12,4.18,3.5811841803834232,1.6013112348402217e-11,8.540125491047024e-12,0.5988158196165765,0.5988158196165765,-2.7254386632621684e-12,4.4509468365386254e-12,3.1236810302813923e-9,13.777104206200955,-13.777104184332044,13.777104206093691,-13.777104183793751,13.777053522890967,-13.777053501076642,13.777053522760436,-13.77705350040375
2.1,0.0,-1.6125334311903354e-11,0.0,-8.593166466635969e-12,4.2,3.6086855960290225,1.6125334311903354e-11,8.593166466635969e-12,0.5913144039709777,0.5913144039709777,-3.6272974177125996e-12,5.8873673478824175e-12,3.2055614803619637e-9,13.772799934110616,-13.772799911745064,13.772799933955103,-13.772799910994015,13.772750075830052,-13.77275005354582,13.772750075636147,-13.772750052591462
2.11,0.0,-1.6236351830890302e-11,0.0,-8.645400266369166e-12,4.22,3.6361361089109354,1.6236351830890302e-11,8.645400266369166e-12,0.5838638910890643,0.5838638910890643,-4.526388531873908e-12,7.325315722475934e-12,3.2877849432648873e-9,13.76869232174859,-13.76869229888128,13.768692321545839,-13.768692297923868,13.768643286622268,-13.768643263862607,13.768643286366002,-13.768643262633953
2.12,0.0,-1.634417666570576e-11,0.0,-8.695584583903744e-12,4.24,3.6635351641056886,1.634417666570576e-11,8.695584583903744e-12,0.5764648358943116,0.5764648358943116,-5.387256866210421e-12,8.709416739545086e-12,3.3703166417211647e-9,13.764778098188616,-13.76477807481141,13.764778097941534,-13.764778073662464,13.764729884029217,-13.764729860784549,13.764729883714075,-13.764729859299852
2.13,0.0,-1.6446490579017128e-11,0.0,-8.742272476127978e-12,4.26,3.6908822328682254,1.6446490579017128e-11,8.742272476127978e-12,0.5691177671317744,0.5691177671317744,-6.168933161067183e-12,9.975589248326635e-12,3.4531272919241277e-9,13.761054007536075,-13.76105398363732,13.761054007249735,-13.761053982321268,13.761006611839926,-13.761006588095976,13.761006611472212,-13.76100658638612
2.14,0.0,-1.6540628214655132e-11,0.0,-8.78380179567396e-12,4.28,3.718176812138429,1.6540628214655132e-11,8.78380179567396e-12,0.5618231878615711,0.5618231878615711,-6.82464861146474e-12,1.1050592990860651e-11,3.5361935841535594e-9,13.75751681055694,-13.757516786120972,13.757516810238867,-13.757516784673058,13.75747023049859,-13.75747020623572,13.757470230087806,-13.757470204345854
2.15,0.0,-1.662355997645235e-11,0.0,-8.818284623430269e-12,4.3,3.7454184240476285,1.662355997645235e-11,8.818284623430269e-12,0.5545815759523713,0.5545815759523713,-7.30154944189324e-12,1.185157542478211e-11,3.6194986633997694e-9,13.754163286306497,-13.754163261313098,13.75416328596696,-13.754163259780649,13.754117518732324,-13.754117493924834,13.754117518291558,-13.754117491916064
2.16,0.0,-1.6691874907081822e-11,0.0,-8.843596701054628e-12,4.32,3.7726066154251225,1.6691874907081822e-11,8.843596701054628e-12,0.5473933845748777,0.5473933845748777,-7.540411481106892e-12,1.2285618546113354e-11,3.703032609987723e-9,13.750990233757465,-13.75099020818132,13.750990233409793,-13.750990206625058,13.75094527517889,-13.750945249794295,13.750945274725241,-13.75094524774547
2.17,0.0,-1.6741763566895626e-11,0.0,-8.857366863486578e-12,4.34,3.7997409573046865,1.6741763566895626e-11,8.857366863486578e-12,0.5402590426953133,0.5402590426953133,-7.475354736917932e-12,1.2249285712056049e-11,3.786792920201104e-9,13.747994473428447,-13.747994447238554,13.747994473089348,-13.74799444573399,13.747950320014471,-13.74795029401273,13.74795031956947,-13.747950292022281
2.18,0.0,-1.6769000912763448e-11,0.0,-8.856966471460134e-12,4.36,3.8268210444310946,1.6769000912763448e-11,8.856966471460134e-12,0.5331789555689057,0.5331789555689057,-7.033557970990648e-12,1.1628168463783582e-11,3.870784986906448e-9,13.745172849013196,-13.745172822172268,13.745172848703092,-13.74517282081112,13.745129496581393,-13.745129469914126,13.745129496171442,-13.745129468101991
2.19,0.0,-1.6768929176911143e-11,0.0,-8.839498844016452e-12,4.38,3.8538464947666267,1.6768929176911143e-11,8.839498844016452e-12,0.5261535052333732,0.5261535052333732,-6.134973273635228e-12,1.0296433349233514e-11,3.955022580177212e-9,13.742522229008491,-13.742522201472328,13.742522228751868,-13.742522200364013,13.742479673015888,-13.742479645625542,13.742479672672731,-13.742479644135166
2.2,0.0,-1.680447475474692e-11,0.0,-8.844705541673257e-12,4.4,3.8808169816292812,1.680447475474692e-11,8.844705541673257e-12,0.5191830183707191,0.5191830183707191,-5.883378064197955e-12,9.970251011655926e-12,4.0395885109059475e-9,13.74003851543999,-13.740038487261993,13.740038515204098,-13.740038486262314,13.739996753121352,-13.73999672507912,13.739996752802432,-13.739996723720784
2.21,0.0,-1.684299319504336e-11,0.0,-8.852046026191201e-12,4.42,3.9077321549521673,1.684299319504336e-11,8.852046026191201e-12,0.5122678450478326,0.5122678450478326,-5.709396738778523e-12,9.761942202387641e-12,4.124490799403406e-9,13.737719026360281,-13.737718997543766,13.737719026141702,-13.737718996637918,13.737678053713706,-13.737678025024662,13.737678053414669,-13.737678023779102
2.22,0.0,-1.6873867527723148e-11,0.0,-8.85488064323165e-12,4.44,3.934591697202855,1.6873867527723148e-11,8.85488064323165e-12,0.5054083027971452,0.5054083027971452,-5.429768815736603e-12,9.384468693209767e-12,4.209767198828092e-9,13.735560780971925,-13.735560751504224,13.735560780776565,-13.735560750718157,13.735520593458238,-13.735520564106318,13.735520593186932,-13.735520563008247
2.23,0.0,-1.6896932190566113e-11,0.0,-8.853168498341053e-12,4.46,3.9613953173457728,1.6896932190566113e-11,8.853168498341053e-12,0.4986046826542272,0.4986046826542272,-5.04465573717011e-12,8.836006210490368e-12,4.295475450743638e-9,13.733560669949439,-13.733560639818103,13.733560669782998,-13.73356063917631,13.733521262826137,-13.73352123279554,13.733521262590253,-13.733521231878182
2.24,0.0,-1.6912115218432553e-11,0.0,-8.846933830797674e-12,4.48,3.988142745388939,1.6912115218432553e-11,8.846933830797674e-12,0.49185725461106156,0.49185725461106156,-4.556280555906807e-12,8.117714226468556e-12,4.381684618353148e-9,13.731715607983341,-13.731715577176344,13.731715607851172,-13.731715576701149,13.73167697630995,-13.731676945585406,13.731676976116846,-13.731676944879641
2.25,0.0,-1.691944655037407e-11,0.0,-8.836271486651342e-12,4.5,4.014833731902667,1.691944655037407e-11,8.836271486651342e-12,0.4851662680973332,0.4851662680973332,-3.969087782495554e-12,7.2339756858410264e-12,4.468475589617151e-9,13.73002253503721,-13.730022503543156,13.730022534944169,-13.730022503253979,13.729984673681018,-13.729984642248064,13.72998467353754,-13.729984641781503
2.2600000000000002,0.0,-1.6919066336744515e-11,0.0,-8.821352391763206e-12,4.5200000000000005,4.041468047538289,1.6919066336744515e-11,8.821352391763206e-12,0.47853195246171154,0.47853195246171154,-3.2899032321973173e-12,6.1926367323480735e-12,4.55594158037163e-9,13.728478417603414,-13.728478385411771,13.728478417553701,-13.72847838532433,13.728441321246915,-13.728441289092215,13.72844132115921,-13.728441288888222
2.27,0.0,-1.69112332463108e-11,0.0,-8.802429024845536e-12,4.54,4.06804548254685,1.69112332463108e-11,8.802429024845536e-12,0.47195451745314987,0.47195451745314987,-2.5280938719766413e-12,5.0052464353601535e-12,4.644188637445958e-9,13.72708024996411,-13.727080217065456,13.727080249961098,-13.727080217190924,13.727043913108902,-13.727043880220563,13.727043913082197,-13.727043880297204
2.2800000000000002,0.0,-1.6896332773363848e-11,0.0,-8.77984089050146e-12,4.5600000000000005,4.09456584629784,1.6896332773363848e-11,8.77984089050146e-12,0.46543415370216046,0.46543415370216046,-1.6957276674927337e-12,3.687296516463712e-12,4.733336141780939e-9,13.725825055443748,-13.725825021830024,13.725825055489794,-13.725825022174144,13.725789472419363,-13.725789438787288,13.725789472457757,-13.725789439156248
2.29,0.0,-1.687488554482942e-11,0.0,-8.75401999226475e-12,4.58,4.1210289667978826,1.687488554482942e-11,8.75401999226475e-12,0.4589710332021175,0.4589710332021175,-8.0773343009114e-13,2.258461076047705e-12,4.8235173115467414e-9,13.72470988767187,-13.724709853336664,13.72470988776814,-13.72470985389881,13.724675052639245,-13.724675018255503,13.724675052745473,-13.724675018920912
2.3000000000000003,0.0,-1.684755562737905e-11,0.0,-8.725496305639573e-12,4.6000000000000005,4.147434690209465,1.684755562737905e-11,8.725496305639573e-12,0.45256530979053533,0.45256530979053533,1.1793933620502893e-13,7.428363198892189e-13,4.9148797052609376e-9,13.723731831836638,-13.72373179677547,13.723731831982898,-13.723731797547668,13.723697738795517,-13.723697703654727,13.723697738970714,-13.723697704611933
2.31,0.0,-1.6815158834540894e-11,0.0,-8.694903251140289e-12,4.62,4.173782880369641,1.6815158834540894e-11,8.694903251140289e-12,0.4462171196303588,0.4462171196303588,1.060160587703159e-12,-8.308197142600762e-13,5.007585724906441e-9,13.72288800594253,-13.722887970153154,13.722888006136928,-13.722887971119041,13.722854648738595,-13.722854612838331,13.722854648982016,-13.72285461407263
2.32,0.0,-1.6779021145489085e-11,0.0,-8.661859080971837e-12,4.64,4.200073484531451,1.6779021145489085e-11,8.661859080971837e-12,0.43992651546854855,0.43992651546854855,2.049502861589156e-12,-2.4598826381178293e-12,5.099942811152551e-9,13.722174669466881,-13.722174632945437,13.722174669711652,-13.722174634119906,13.722142042046269,-13.722142005382192,13.72214204235977,-13.722142006908937
2.33,0.0,-1.6740389197523664e-11,0.0,-8.62689172612476e-12,4.66,4.226306419807563,1.6740389197523664e-11,8.62689172612476e-12,0.4336935801924371,0.4336935801924371,3.0740957285132113e-12,-4.1146294625336526e-12,5.191597491544352e-9,13.721588748732005,-13.7215887114763,13.721588749029047,-13.721588712875562,13.721556844972087,-13.721556807542138,13.721556845356496,-13.721556809376015
2.34,0.0,-1.6700391819080063e-11,0.0,-8.591594444723597e-12,4.68,4.252481563841774,1.6700391819080063e-11,8.591594444723597e-12,0.42751843615822605,0.42751843615822605,4.072112333866539e-12,-5.733852639700058e-12,5.283785752381555e-9,13.721127957415744,-13.721127919429133,13.721127957761412,-13.721127921035293,13.721096770919146,-13.72109673272849,13.721096771369984,-13.721096734847167
2.35,0.0,-1.6660578482450528e-11,0.0,-8.556929182609449e-12,4.7,4.278598854603391,1.6660578482450528e-11,8.556929182609449e-12,0.4214011453966089,0.4214011453966089,5.014956635248075e-12,-7.271614425374508e-12,5.376501486857983e-9,13.720789446208927,-13.720789407497854,13.720789446597758,-13.7207894092851,13.720758970479238,-13.720758931537173,13.720758970989605,-13.720758933907703
2.36,0.0,-1.662269590123351e-11,0.0,-8.523975985202381e-12,4.72,4.304658246078657,1.662269590123351e-11,8.523975985202381e-12,0.41534175392134287,0.41534175392134287,5.870675215136598e-12,-8.676467541674803e-12,5.469734798677009e-9,13.720570394814473,-13.720570355388812,13.720570395238989,-13.7205703573226,13.720540623264524,-13.720540583584935,13.720540623824826,-13.720540586162628
