name,rmse,max_abs,final
x_tracking_error,0.1165728476841513,0.4964271133757312,9.562240956384471e-6
y_tracking_error,0.11685309579626338,0.49753724637880126,0.0061053333951779365
z_tracking_error,0.22027400004517977,1.3694021366557338,-1.7273150234586865e-6
position_error_norm,0.27525353750727144,1.3694021366557338,0.00610534112776217
